No. Moves,FirstMove,ProbCaptureFirst30,WhiteElo,BlackElo,TimeControl,Result,Fen,Eval5,Eval12
64,e4,0.3103448275862069,1419,1445,300+5,1-0,r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,-27,-216
34,e4,0.06896551724137931,1674,1646,60+0,0-1,rnbqkbnr/pp1p1ppp/4p3/2p5/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 3,+4,+24
44,e4,0.27586206896551724,1379,1438,300+1,1/2-1/2,rnbqkb1r/ppp1pppp/3p1n2/8/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq - 2 3,-57,+32
55,e4,0.20689655172413793,1928,1848,300+5,0-1,rnb1kbnr/ppp1pppp/8/3q4/8/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 3,-67,+41
15,e4,0.21428571428571427,1708,1500,600+2,0-1,r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,-28,-15
29,d4,0.13793103448275862,1400,1591,120+0,0-1,rnbqkb1r/pppppp1p/5np1/8/3P4/4PN2/PPP2PPP/RNBQKB1R b KQkq - 0 3,-8,+20
36,d4,0.3448275862068966,1605,1692,240+4,1-0,rnbqkb1r/ppp1pppp/5n2/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 2 3,-27,+140
33,e4,0.06896551724137931,1616,1633,120+1,0-1,rnbqkbnr/pp2pppp/3p4/2p5/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 3,-4,+6
41,e4,0.20689655172413793,2091,2308,60+0,0-1,rnbqkb1r/ppp1pppp/3p1n2/8/4P3/2NP4/PPP2PPP/R1BQKBNR b KQkq - 2 3,-3,+68
14,e4,0.2692307692307692,1439,1464,0+2,0-1,rnb1kbnr/pppp1ppp/5q2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3,-122,-118
39,d4,0.1724137931034483,1440,1625,180+0,1-0,rnbqk1nr/ppppppbp/6p1/8/3P4/2N2N2/PPP1PPPP/R1BQKB1R b KQkq - 3 3,-53,+1
30,d4,0.20689655172413793,1288,1257,360+0,0-1,r1bqkbnr/ppp1pppp/2n5/1B1p4/3P4/4P3/PPP2PPP/RNBQK1NR b KQkq - 2 3,-44,+80
24,d4,0.20689655172413793,1352,1468,120+1,0-1,rnbqkb1r/ppp1pppp/3p1n2/8/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,-62,+115
31,d4,0.10344827586206896,1235,1183,180+0,0-1,rnbqkbnr/ppp2ppp/4p3/3p4/3P4/5NP1/PPP1PP1P/RNBQKB1R b KQkq - 0 3,-39,+163
43,d4,0.06896551724137931,1848,1856,300+0,1-0,rnbqkb1r/ppp1pppp/5n2/3p4/3P4/4PN2/PPP2PPP/RNBQKB1R b KQkq - 0 3,-10,-43
58,e4,0.1724137931034483,1908,1804,180+1,1-0,rnbqkbnr/ppp2ppp/8/3Pp3/5P2/8/PPPP2PP/RNBQKBNR b KQkq - 0 3,+22,+218
17,e4,0.27586206896551724,1734,1720,120+0,1-0,rnbqkbnr/pppp1ppp/8/8/3QP3/8/PPP2PPP/RNB1KBNR b KQkq - 0 3,+18,-19
41,e4,0.27586206896551724,1919,1757,120+0,1-0,rnbqkbnr/pp2pppp/2p5/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq - 1 3,-32,+47
15,c4,0.14814814814814814,1682,1554,0+1,1-0,rnbqkbnr/pp2pppp/2pp4/8/2P5/2N1P3/PP1P1PPP/R1BQKBNR b KQkq - 0 3,-30,+96
22,e4,0.3448275862068966,1500,1263,600+0,0-1,rnbqkb1r/ppp1pppp/3p1n2/8/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq - 0 3,-70,+175
40,d4,0.06896551724137931,1393,1333,300+3,0-1,rnbqk1nr/pppp1ppp/4p3/8/1b1PP3/2P5/PP3PPP/RNBQKBNR b KQkq - 0 3,-104,+98
21,d4,0.1724137931034483,1827,1041,300+5,1-0,rnbqkb1r/ppp1pppp/5n2/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 2 3,-19,+65
31,e4,0.2413793103448276,1629,1553,180+0,1-0,rnb1kbnr/pppp1ppp/8/4p3/4PP1q/6P1/PPPP3P/RNBQKBNR b KQkq - 0 3,-15,+106
53,e4,0.3103448275862069,1850,1763,300+5,1-0,rnbqkbnr/pp2pppp/3p4/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,-29,+130
23,d3,0.3103448275862069,1924,1995,60+0,0-1,rnbqkbnr/ppp1pppp/8/8/4P3/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,+24,-325
39,e4,0.2413793103448276,1705,1880,60+0,0-1,r1bqkbnr/pppp1ppp/2n5/4p3/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,-14,-87
14,e4,0.23076923076923078,1632,2002,60+0,0-1,rnbqkbnr/pp1ppppp/8/8/3pP3/2P5/PP3PPP/RNBQKBNR b KQkq - 0 3,+35,-51
32,e4,0.20689655172413793,2077,2044,60+0,1-0,rnbqkbnr/2pppppp/p7/1p6/2PPP3/8/PP3PPP/RNBQKBNR b KQkq - 0 3,-81,+24
45,e4,0.06896551724137931,1796,1727,60+0,1-0,rn1qkbnr/pbpppppp/1p6/8/4P3/3P1P2/PPP3PP/RNBQKBNR b KQkq - 0 3,+33,+21
40,d4,0.3793103448275862,1819,1675,60+0,0-1,rnbqkb1r/ppp1pppp/5n2/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 2 3,-25,+36
9,e4,0.125,1252,1403,300+0,0-1,rnbqk1nr/pppp1ppp/8/2b1p3/2B1P3/5Q2/PPPP1PPP/RNB1K1NR b KQkq - 3 3,+3,-52
48,e4,0.20689655172413793,1570,1884,180+0,0-1,rnbqkbnr/ppp2ppp/3p4/4p3/4PP2/5N2/PPPP2PP/RNBQKB1R b KQkq - 1 3,+34,+367
35,d4,0.1724137931034483,1805,1968,180+1,1-0,rnbqkb1r/pppp1ppp/4pn2/8/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,-23,+9
61,e4,0.13793103448275862,1817,1554,300+0,1/2-1/2,rnb1kbnr/ppp1pppp/8/3q4/8/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 3,-63,+13
44,e3,0.2413793103448276,1203,1762,300+8,0-1,rnbqkbnr/pppp1ppp/8/8/3Q4/4P3/PPP2PPP/RNB1KBNR b KQkq - 0 3,+35,-73
48,e3,0.3448275862068966,2055,2113,0+1,0-1,rnbqkbnr/ppp2ppp/3p4/4P3/8/4P3/PPP2PPP/RNBQKBNR b KQkq - 0 3,-27,+181
19,e4,0.3103448275862069,1653,1511,600+0,1-0,rnbqkbnr/ppp2ppp/4p3/3pP3/8/5N2/PPPP1PPP/RNBQKB1R b KQkq - 0 3,-29,+26
44,e4,0.13793103448275862,2036,1794,60+0,1-0,rnbqkb1r/pppppppp/8/3nP3/2P5/8/PP1P1PPP/RNBQKBNR b KQkq - 0 3,-51,+98
26,e4,0.2413793103448276,1467,1429,720+4,0-1,rnbqkbnr/pppp2pp/5p2/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 3,-148,+77
36,e4,0.20689655172413793,2345,2155,60+0,1-0,rnbqkbnr/pp2pppp/3p4/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,-39,+34
42,d4,0.20689655172413793,1687,1754,60+0,1-0,rnbqkb1r/pppppp1p/5np1/8/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,-45,+34
20,e4,0.2413793103448276,1727,1682,120+0,1-0,rnbqkbnr/ppp2ppp/3p4/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR b KQkq - 1 3,-39,+41
20,e4,0.3448275862068966,1642,1674,180+0,0-1,rn1qkbnr/ppp1pppp/8/3pPb2/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,+15,-37
9,d4,0.3125,1653,1670,900+0,0-1,rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,-35,+21
36,e4,0.13793103448275862,1424,1348,120+1,0-1,r1bqkbnr/pppp1ppp/2n5/3Pp3/4P3/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,-61,+75
64,e4,0.3448275862068966,1398,1270,300+0,1-0,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/3P1N2/PPP2PPP/RNBQKB1R b KQkq - 2 3,+7,-4
47,d4,0.1724137931034483,1992,1815,60+0,1-0,rBbqkbnr/pp2pppp/2p5/3p4/3P4/8/PPP1PPPP/RN1QKBNR b KQkq - 0 3,+29,+459
27,e4,0.3793103448275862,1362,1442,300+0,0-1,rnbqkbnr/ppp2ppp/4p3/3P4/8/5N2/PPPP1PPP/RNBQKB1R b KQkq - 0 3,-16,+11
32,d4,0.3103448275862069,1630,2135,60+0,1-0,rnbqkbnr/pp1ppppp/8/8/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,-23,-4
39,d4,0.1724137931034483,2069,2167,60+0,1-0,rnbqkb1r/pppp1ppp/4pn2/8/3P4/2P2N2/PP2PPPP/RNBQKB1R b KQkq - 0 3,-14,+44
50,Nf3,0.13793103448275862,1500,1830,60+0,0-1,rnbqkb1r/pppp1ppp/4pn2/8/2P5/5NP1/PP1PPP1P/RNBQKB1R b KQkq - 0 3,-27,+40
67,e4,0.2413793103448276,1772,1445,180+0,1/2-1/2,rnbqkbnr/ppp2ppp/4p3/3P4/8/5N2/PPPP1PPP/RNBQKB1R b KQkq - 0 3,-23,-63
49,d4,0.27586206896551724,2195,2069,60+0,0-1,rnbqkbnr/pp2pppp/8/2pp4/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 1 3,-38,+30
46,e4,0.13793103448275862,1404,1200,120+1,0-1,r1bqkbnr/pp1ppppp/2n5/2p5/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3,-17,-19
32,Nf3,0.13793103448275862,1646,1580,300+0,0-1,rnbqkb1r/ppp1pppp/5n2/3p4/8/5NP1/PPPPPPBP/RNBQK2R b KQkq - 2 3,-27,+1
51,e4,0.20689655172413793,1733,1702,180+0,0-1,rnbqkbnr/pp1ppppp/8/8/3pP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 1 3,-19,+61
41,Nf3,0.13793103448275862,1537,1686,600+5,0-1,rnbqkb1r/ppp1pppp/5n2/3p4/3P4/2N2N2/PPP1PPPP/R1BQKB1R b KQkq - 0 3,+23,+50
41,e4,0.20689655172413793,1712,1643,300+5,1-0,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3,-19,-11
15,g3,0.21428571428571427,1941,1758,0+4,0-1,rnbqkbnr/ppppp2p/6p1/5p2/3P4/6P1/PPP1PPBP/RNBQK1NR b KQkq - 0 3,-79,+96
16,e4,0.3103448275862069,1382,1391,300+0,0-1,r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,-38,+33
39,d4,0.3103448275862069,1921,1916,60+0,1-0,rnbqkbnr/pp2pppp/8/2Pp4/8/5N2/PPP1PPPP/RNBQKB1R b KQkq - 0 3,-16,+92
25,d4,0.10344827586206896,2003,2083,180+0,0-1,rnbqkb1r/pppppp1p/5np1/8/3P1B2/5N2/PPP1PPPP/RN1QKB1R b KQkq - 1 3,-9,+15
18,e4,0.27586206896551724,1802,1854,60+0,1-0,rnbqk1nr/ppppppbp/6p1/8/3PP3/4B3/PPP2PPP/RN1QKBNR b KQkq - 2 3,-20,+65
22,e4,0.06896551724137931,1749,1612,180+1,0-1,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,-12,+101
17,d4,0.27586206896551724,1931,1511,60+0,1-0,rnbqkbnr/ppp2ppp/4p3/3p4/3P1P2/4P3/PPP3PP/RNBQKBNR b KQkq - 0 3,+26,+51
25,e4,0.1724137931034483,1872,1544,60+0,1-0,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3,-16,+52
34,e4,0.20689655172413793,1448,1423,300+1,1-0,rnb1kbnr/ppp1pppp/8/3q4/8/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 3,-67,+244
13,e3,0.13043478260869565,1547,1689,0+1,1-0,rnbqkbnr/pp1p1ppp/4p3/2p5/8/4P1N1/PPPP1PPP/RNBQKB1R b KQkq - 1 3,+59,-46
65,e4,0.3448275862068966,1730,1621,600+0,1-0,r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,-38,+41
34,e4,0.13793103448275862,1513,2220,180+0,0-1,rnbqkbnr/pp2pppp/2p5/3P4/8/2N5/PPPP1PPP/R1BQKBNR b KQkq - 0 3,+16,+1
46,e4,0.3103448275862069,926,1348,300+0,0-1,rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,+49,+499
9,e4,0.4,1379,1427,180+2,1-0,rnb1kbnr/ppp1pppp/8/3q4/8/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 3,-50,+122
28,b4,0.20689655172413793,1725,1574,120+10,0-1,rnbqkbnr/ppp2ppp/3p4/4p3/1P6/4P3/PBPP1PPP/RN1QKBNR b KQkq - 0 3,-3,-128
75,b3,0.13793103448275862,1980,2132,60+0,1/2-1/2,rnbqkbnr/ppp2ppp/4p3/3p4/8/1P2P3/PBPP1PPP/RN1QKBNR b KQkq - 0 3,-20,+8
54,e4,0.3103448275862069,2235,2576,0+1,1/2-1/2,rnbqkbnr/pp1p1ppp/4p3/2p5/1P2P3/5N2/P1PP1PPP/RNBQKB1R b KQkq - 0 3,+31,+13
20,Nf3,0.13793103448275862,1906,1750,120+1,1-0,rnbqkb1r/ppppppp1/5n1p/8/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 0 3,-46,+78
36,e4,0.3103448275862069,1759,1692,60+0,0-1,rnbqkbnr/pp1p1ppp/4p3/2p5/4PP2/2N5/PPPP2PP/R1BQKBNR b KQkq - 0 3,+21,-72
11,e4,0.21052631578947367,1383,1044,180+0,1-0,rnbqkbnr/pp1p1ppp/2p5/4p3/4P3/1P6/PBPP1PPP/RN1QKBNR b KQkq - 1 3,-23,+9
32,Nf3,0.06896551724137931,1732,1893,360+2,0-1,rnbqkbnr/pp2pppp/8/2pp4/8/5NP1/PPPPPPBP/RNBQK2R b KQkq - 1 3,-23,-36
44,g3,0.1724137931034483,1634,1661,180+10,0-1,rnbqkbnr/ppp2ppp/8/3pp3/8/5NP1/PPPPPPBP/RNBQK2R b KQkq - 1 3,+55,-42
16,d4,0.20689655172413793,1474,1429,0+2,1-0,rnbqkb1r/ppp1pppp/3p1n2/8/3P4/2N2N2/PPP1PPPP/R1BQKB1R b KQkq - 3 3,-37,+158
28,Nf3,0.034482758620689655,1923,2147,60+0,0-1,rnbqkbnr/pp2pppp/2p5/3p4/8/5NP1/PPPPPPBP/RNBQK2R b KQkq - 1 3,-13,+30
22,e4,0.20689655172413793,1480,1434,300+0,0-1,rnbqkbnr/ppp2ppp/4p3/3pP3/8/5N2/PPPP1PPP/RNBQKB1R b KQkq - 0 3,+8,+42
33,c4,0.1724137931034483,2005,1781,60+0,1-0,r1bqkbnr/pppp1ppp/2n5/4p3/2P5/P1N5/1P1PPPPP/R1BQKBNR b KQkq - 0 3,-3,+128
36,e4,0.2413793103448276,1738,1986,60+1,0-1,rnbqkb1r/ppp1pppp/5n2/3P4/8/2N5/PPPP1PPP/R1BQKBNR b KQkq - 2 3,-30,+39
24,d4,0.13793103448275862,1837,1844,60+0,0-1,r1bqkbnr/ppp1pppp/2n5/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 2 3,-57,+129
29,e4,0.41379310344827586,1473,1225,300+5,0-1,rnbqkbnr/pppp1p1p/6p1/4Q3/4P3/8/PPPP1PPP/RNB1KBNR b KQkq - 0 3,-502,+519
47,d4,0.1724137931034483,1377,1587,300+8,1-0,rnbqkbnr/ppp1pppp/8/8/2pP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,-27,+174
28,e4,0.13793103448275862,2021,2272,60+1,0-1,rnbqkb1r/ppp1pppp/3p1n2/8/3PP3/3B4/PPP2PPP/RNBQK1NR b KQkq - 2 3,-46,+11
52,e4,0.2413793103448276,1739,2179,60+0,0-1,rnbqkb1r/pppp1ppp/5n2/4p3/4P3/2NP4/PPP2PPP/R1BQKBNR b KQkq - 0 3,+32,-62
37,e4,0.3793103448275862,2005,1914,60+0,0-1,rnb1kbnr/ppp1pppp/8/3q4/8/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 3,-60,+188
22,Nc3,0.3448275862068966,2049,1859,300+0,0-1,rnbqkb1r/ppp1pppp/5n2/3p4/3P4/2N2N2/PPP1PPPP/R1BQKB1R b KQkq - 0 3,+11,+47
38,d3,0.41379310344827586,1917,1629,60+0,1-0,rnbqkbnr/ppp1pppp/8/8/4P3/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,+14,-25
7,e4,0.09090909090909091,1207,1109,300+16,1-0,rnbqk1nr/pppp1ppp/8/2b1p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3,-37,-721
30,e4,0.27586206896551724,1289,1293,120+0,1-0,rnbqkbnr/pp2pppp/3p4/2p5/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 3,-28,-12
51,d4,0.13793103448275862,2136,2348,60+0,0-1,rnbqkbnr/pp2pppp/2p5/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,-36,+7
58,d4,0.27586206896551724,2084,2094,600+2,1-0,rnbqkb1r/pppp1ppp/4pn2/8/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 1 3,-42,+24
20,e4,0.1724137931034483,2032,2193,180+0,0-1,rnbqkbnr/pp2pppp/2p5/3p4/3PP3/8/PPPN1PPP/R1BQKBNR b KQkq - 1 3,-36,+41
42,e4,0.20689655172413793,1446,1605,300+0,0-1,rnbqkb1r/ppp1pppp/5n2/3P4/8/5N2/PPPP1PPP/RNBQKB1R b KQkq - 2 3,-79,+106
26,e4,0.27586206896551724,1573,1515,240+0,1-0,rnbqkbnr/pp2pppp/2p5/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq - 1 3,-34,+39
78,e4,0.20689655172413793,1911,2107,180+0,1-0,rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/8/PPPN1PPP/R1BQKBNR b KQkq - 1 3,-35,+59
48,e4,0.06896551724137931,1833,1743,180+3,0-1,rn1qkbnr/pbpppppp/1p6/4P3/5P2/8/PPPP2PP/RNBQKBNR b KQkq - 0 3,+32,+67
24,d3,0.20689655172413793,1913,1933,60+0,0-1,rnbqkbnr/pp2pppp/2p5/3p4/8/3PP3/PPPN1PPP/R1BQKBNR b KQkq - 0 3,+47,-62
32,e4,0.20689655172413793,1245,1410,300+0,0-1,r1bqkbnr/ppp1pppp/2n5/3pP3/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,-47,+15
18,e4,0.3793103448275862,1842,1815,60+0,1-0,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR b KQkq - 3 3,0,+33
61,d4,0.13793103448275862,2211,2127,60+0,0-1,rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,-38,+41
23,e4,0.20689655172413793,1475,1598,180+0,0-1,rnbqk1nr/ppppppbp/6p1/8/2BPP3/8/PPP2PPP/RNBQK1NR b KQkq - 2 3,-55,+82
30,d4,0.13793103448275862,1522,1501,180+2,1-0,rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,-23,+86
47,c4,0.1724137931034483,1674,1563,0+1,1-0,rnbqkb1r/ppp1pppp/5n2/3P4/8/2N5/PP1PPPPP/R1BQKBNR b KQkq - 2 3,-26,-607
20,e4,0.2413793103448276,1602,1742,1200+0,1-0,rnbqkbnr/ppp2ppp/4p3/3P4/8/5N2/PPPP1PPP/RNBQKB1R b KQkq - 0 3,-19,-2
25,Nf3,0.27586206896551724,2532,2557,60+0,1-0,rnbqkb1r/ppp1pppp/5n2/3p4/8/1P3N2/PBPPPPPP/RN1QKB1R b KQkq - 2 3,+9,+3
25,c4,0.2413793103448276,1902,1659,60+0,1-0,rnbqkbnr/ppppp2p/8/5pp1/2P5/2NP4/PP2PPPP/R1BQKBNR b KQkq - 0 3,-145,+450
30,e4,0.3793103448275862,1306,1954,60+0,0-1,rnbqkbnr/pppppp1p/8/8/2B1P1p1/2N5/PPPP1PPP/R1BQK1NR b KQkq - 1 3,-152,+176
34,e4,0.27586206896551724,1678,1683,60+0,1-0,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3,-21,+55
50,g3,0.27586206896551724,1437,1376,900+0,0-1,rnbqkbnr/ppp2ppp/3p4/4p3/8/2P1P1P1/PP1P1P1P/RNBQKBNR b KQkq - 0 3,+51,-301
36,e4,0.13793103448275862,1744,1612,60+0,0-1,rnbqkbnr/ppp2ppp/4p3/3pP3/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,-18,+43
28,c4,0.20689655172413793,1776,1923,0+4,0-1,rnbqkbnr/pp2pppp/2p5/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 0 3,-32,+39
53,e4,0.2413793103448276,1583,1804,300+0,0-1,rnbqkbnr/pp2pppp/2p5/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq - 1 3,-34,+22
36,e4,0.20689655172413793,1431,1349,120+0,1-0,rnb1kbnr/ppp1pppp/8/3q4/8/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 3,-55,+56
23,e4,0.06896551724137931,1391,1430,120+3,0-1,rnbqk1nr/ppppppbp/6p1/8/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq - 2 3,-54,+50
43,e4,0.3793103448275862,1500,1500,-,0-1,rnbqkbnr/ppp2ppp/8/3pp3/4PP2/2N5/PPPP2PP/R1BQKBNR b KQkq - 1 3,+75,-171
33,e4,0.2413793103448276,1533,1642,840+3,1-0,rnbqkb1r/ppp1pppp/5n2/3p4/3PP3/1P6/P1P2PPP/RNBQKBNR b KQkq - 0 3,+139,+12
30,d4,0.034482758620689655,1500,1703,300+3,1-0,r1bqkbnr/ppp1pppp/2n5/3p4/3P4/2P4P/PP2PPP1/RNBQKBNR b KQkq - 0 3,+13,+23
41,d4,0.13793103448275862,1680,1787,180+0,0-1,rnbqkbnr/ppp1pp1p/3p2p1/8/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,-60,+58
23,c3,0.2413793103448276,1041,1386,180+0,0-1,r1bqkbnr/ppppp1pp/2n2p2/8/3PP3/2P5/PP3PPP/RNBQKBNR b KQkq - 0 3,-98,+152
27,d4,0.20689655172413793,1410,1393,180+2,1-0,rnbqkb1r/ppp1pppp/5n2/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,-16,+34
37,e3,0.1724137931034483,1414,1456,120+0,1-0,rnbqkbnr/ppp2ppp/8/3pp3/8/2PPP3/PP3PPP/RNBQKBNR b KQkq - 0 3,+61,-9
11,e4,0.2631578947368421,1275,1349,360+5,1-0,rnbqkbnr/ppp2ppp/3p4/4p2Q/2B1P3/8/PPPP1PPP/RNB1K1NR b KQkq - 1 3,+18,+181
41,Nf3,0.06896551724137931,2313,2085,60+0,1-0,rnbqk1nr/ppppppbp/6p1/8/8/3P1N2/PPPNPPPP/R1BQKB1R b KQkq - 2 3,+2,+18
22,e4,0.1724137931034483,1352,1507,2700+0,0-1,rnbqkbnr/ppp2ppp/3p4/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 3,-42,+72
37,e4,0.1724137931034483,1229,1214,360+9,1-0,rnbqk1nr/pppp1ppp/4p3/8/1bP1P3/3B4/PP1P1PPP/RNBQK1NR b KQkq - 2 3,-29,+239
25,e4,0.20689655172413793,2123,2045,0+1,0-1,rnbqk1nr/pppp1ppp/8/2b1p3/4PP2/5N2/PPPP2PP/RNBQKB1R b KQkq - 2 3,-6,-90
60,e3,0.034482758620689655,1545,1580,600+0,1-0,rnbqkbnr/ppp2ppp/8/3pp3/8/3PP3/PPP1NPPP/RNBQKB1R b KQkq - 0 3,+86,-32
9,e4,0.125,1419,1484,0+2,0-1,rnb1kbnr/ppppqppp/8/4P3/4P3/8/PPPP2PP/RNBQKBNR b KQkq - 0 3,+297,+152
16,d4,0.3103448275862069,1456,1870,900+0,1-0,rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/5P2/PPP3PP/RNBQKBNR b KQkq - 0 3,+67,-37
83,d4,0.13793103448275862,1370,1602,300+0,1-0,rnbqk1nr/ppppppbp/6p1/8/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 2 3,-48,+79
29,d4,0.3103448275862069,1622,1425,300+0,1-0,rnbqkbnr/p1ppp1pp/1p6/5p2/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,-57,+158
43,d4,0.2413793103448276,1156,1175,600+0,1-0,rnb1kbnr/ppp1pppp/3q4/3p4/2PP4/4P3/PP3PPP/RNBQKBNR b KQkq - 0 3,-72,+298
37,g4,0.27586206896551724,1500,1849,180+0,0-1,rnbqkbnr/pp2pppp/2pp4/8/6P1/4P3/PPPP1PBP/RNBQK1NR b KQkq - 0 3,+72,-13
37,e4,0.10344827586206896,1748,1531,360+0,1-0,rnbqkb1r/pppppppp/8/3nP3/2P5/8/PP1P1PPP/RNBQKBNR b KQkq - 0 3,-54,+62
22,e4,0.3448275862068966,1351,1206,180+2,1-0,rnb1kbnr/ppp1pppp/8/3q4/8/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 3,-72,+66
30,e4,0.20689655172413793,1855,1934,900+5,0-1,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,-25,+150
38,d3,0.13793103448275862,1658,1557,240+0,1/2-1/2,rnbqkbnr/ppp2ppp/4p3/3p4/8/3PP3/PPP1NPPP/RNBQKB1R b KQkq - 1 3,+48,+61
45,d4,0.2413793103448276,1491,1481,120+0,1-0,rnbqkbnr/pp2pppp/2p5/3p4/3P1B2/4P3/PPP2PPP/RN1QKBNR b KQkq - 0 3,-60,+52
35,Nf3,0.1724137931034483,1403,1738,780+0,0-1,r1bqkb1r/pppppppp/2n2n2/8/8/2N1PN2/PPPP1PPP/R1BQKB1R b KQkq - 0 3,+29,-332
43,e4,0.10344827586206896,1962,2007,180+0,1-0,r1bqkbnr/pp1ppppp/2n5/2p5/4P3/3P1N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,+5,-40
30,e4,0.13793103448275862,1673,1736,120+0,0-1,r1bqkbnr/pp1ppppp/2n5/2p5/4P3/1PN5/P1PP1PPP/R1BQKBNR b KQkq - 0 3,+23,-11
31,e4,0.3448275862068966,1748,1834,60+0,1-0,rnbqkbnr/pp2pppp/2p5/3p4/4PP2/5N2/PPPP2PP/RNBQKB1R b KQkq - 1 3,+62,-472
